index,capacity,chp,chp_capacity,city,commissioned,company,zone,eta,fuel,lat,lon,name,postcode,status,street,technology
2146,19,Yes,,Heinola,,Stora Enso Oyj Heinolan Flutingtehdas,FI,,Biomass and biogas,,,Heinola vp,18101,,PL 5,
2147,6.7,,,Helsinki,,Vattenfall Sähköntuotanto oy,FI,,Hydro,,,Hietamankoski,240,,Maaistraatinportti 4 A,
2148,6.8,,,Helsinki,,Vattenfall Sähköntuotanto oy,FI,,Hydro,,,Hilmonkoski,240,,Maaistraatinportti 4 A,
2149,45,Yes,,Kouvola,,KSS Energia Oy,FI,,Natural gas,60.9235243,26.6426984,Hinkismäki,45100,,Paimenpolku 3,
2150,6.3,,,Helsinki,,Vattenfall Sähköntuotanto oy,FI,,Hydro,,,Hinkua,240,,Maaistraatinportti 4 A,
2151,8.5,,,Helsinki,,Vattenfall Sähköntuotanto oy,FI,,Hydro,,,Hirvikoski,240,,Maaistraatinportti 4 A,
2152,1.5,,,Helsinki,,Puolustushallinnon rakennuslaitos,FI,,Oil,,,"Hoikankangas, Kajaanin sähkölaitos",131,,"Unioninkatu 8, PL 199",
2153,51,Yes,,Kotka,,Kotkan Energia Oy,FI,,Biomass and biogas,60.471093,26.915272,Hovinsaari,48100,,Kotkantie 2,
2154,180,,,Helsinki,,Fingrid Oyj,FI,,Oil,62.211993,27.673672,Huutokoski kt,100,,PL 530 ( Arkadiakatu 23 B),
2155,20,Yes,,Helsinki,,Hämeenkyrön voima Oy,FI,,Biomass and biogas,60.1732679,24.9315823,Hämeenkyrö lä,100,,Töölönkatu 4,
2156,12.9,,,Kankaanpää,,KYRÖSKOSKEN VOIMA OY,FI,,Hydro,,,Hämeenkyrö ve,38701,,"PL 12 /co Vatajankosken Sähkö Oy, vakka suomen voima",
2157,65,Yes,,Hämeenlinna,,Elenia Lämpö Oy,FI,,Natural gas,60.97516,24.505535,Hämeenlinna,13110,,Voimatie 32,
2158,15,Yes,,Toivala,,Savon Voima Oyj,FI,,Biomass and biogas,,,Iisalmi,70901,,PL 1024,
2159,6,Yes,,Ikaalinen,,Leppäkosken Sähkö Oy,FI,,Natural gas,,,Ikaalinen,39501,,PL 1,
2160,2.8,Yes,,Jyväskylä,,Vapo Oy,FI,,Biomass and biogas,,,Ilomantsin pellettitehdas,40101,,PL 22,
2161,192,,,PL 100,,Fortum Power & Heat OY,FI,,Hydro,61.166797,28.774695,Imatra,00048 Fortum,,Keilaniementie 1,
2162,10,Yes,,Imatra,,Imatran Energia Oy,FI,,Natural gas,61.1883879,28.7609295,Imatran Energia,55120,,Karhumäenkatu 2,
2163,17,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Inkeroinen ve,96101,,PL 8131,
2164,106,,,91100 Ii,,PVO Vesivoima Oy,FI,,Hydro,65.792903,24.544698,Isohaara,91100,,Virkkulantie 207,
2165,1,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Jalasjoki/Niiles,44100,,Kotakennääntie 31,
2166,2.8,Yes,,Kuusankoski,,UPM-Kymmene Oyj,FI,,Biomass and biogas,,,Joensuu,45700,,Ky-35,
2167,68,Yes,,FORTUM,,Fortum Power and Heat Oy,FI,,Biomass and biogas,,,Joensuu,48,,PL 100,
2168,85,Yes,,Espoo,,Metsä Fibre Oy,FI,,Biomass and biogas,61.130618,28.45412,Joutseno,2100,,Revontulentie 6,
2169,3.9,Yes,,Ikaalinen,,FC Power,FI,,Other or unspecified energy sources,61.130618,28.45412,Joutseno,39501,,PL 1,
2170,3.1,,,Helsinki,,Vattenfall Sähköntuotanto oy,FI,,Oil,,,Jouttikallio,240,,Maaistraatinportti 4 A,
2171,5.5,,,Toivala,,Savon Voima Oyj,FI,,Hydro,,,Juankoski,70901,,PL 1024,
2172,26,,,91100 Ii,,PVO Vesivoima Oy,FI,,Hydro,,,Jumisko,91100,,Virkkulantie 207,
2173,1.8,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Juntola,44100,,Kotakennääntie 31,
2174,3.7,,,Kemijärvi,,Keski-Lapin voima Oy,FI,,Hydro,,,Juotas,98101,,PL  49,
2175,1.4,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Juva,44100,,Kotakennääntie 31,
2176,55,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hydro,64.572306,26.781238,Jylhämä,00048 Fortum,,Keilaniementie 1,
2177,43,Yes,,Jämsänkoski,,UPM-Kymmene Oyj,FI,,Biomass and biogas,,,Jämsänkoski bv,42301,,PL35,
2178,1.6,Yes,,JÄRVELÄ,,Koskipower Oy,FI,,Biomass and biogas,,,Järvelän vaneritehdas,16600,,Tehdastie 2,
2179,2.8,,,Pello,,Tornionlaakson Voima Oy-,FI,,Hydro,66.7635528,23.9623816,Kaaranneskoski,95700,,Myllytie 1,
2180,1.2,,,Rovaniemi,,Rovakairan Tuotanto Oy,FI,,Hydro,,,Kaarni,96101,,PL 8013,
2181,5.4,,,Rovaniemi,,Rovakairan Tuotanto Oy,FI,,Hydro,,,Kaihua,96101,,PL 8013,
2182,25,Yes,,Kuusankoski,,UPM-Kymmene Oyj,FI,,Biomass and biogas,,,Kaipola,45700,,Ky-35,
2183,7.6,,,68600 Jakobstad,,Oy Perhonjoki Ab,FI,,Hydro,63.6734125,22.7035546,Kaitfors,,,Storgatan 8,
2184,1.8,,,Seinäjoki,,Seinäjoen Energia Oy,FI,,Hydro,62.7910955,22.8681363,Kalajärvi,60100,,Varastotie 5,
2185,12,,,Kuusankoski,,UPM Energy Oy,FI,,Hydro,,,Kallioinen,45700,,Ky-35,
2186,32,,,Kuusankoski,,UPM Energy Oy,FI,,Hydro,,,Kaltimo,45700,,KY-35,
2187,7,Yes,,Kankaanpää,,Vatajankosken Sähkö Oy,FI,,Oil,61.8080068,22.3718716,Kankaanpää,,,Vuohiniityntie 2,
2188,4.2,Yes,,Jyväskylä,,Voimavasu Oy,FI,,Hard coal,,,Kantvik,40101,,PL 22,Steam turbine
2189,4.5,,,Toivala,,Savon Voima Oyj,FI,,Hydro,,,Karjalankoski,70901,,PL 1024,
2190,1.1,,,Naantali,,Naantalin Energia Oy,FI,,Oil,,,Karvetti,21101,,PL 33,
2191,0,,,Espoo,,Metsä Fibre Oy,FI,,Biomass and biogas,60.1718922,24.80662397,Kaskinen lv ja vp,2100,,Revontulentie 6,
2192,11.5,,,Kuusankoski,,UPM Energy Oy,FI,,Hydro,,,Katerma,45700,,Ky-35,
2193,2.1,,,68600 Jakobstad,,Oy HERRFORS Ab,FI,,Hydro,63.6734125,22.7035546,Kattilakoski,,,Storgatan 8,
2194,134,Yes,,Imatra,,Stora Enso Oyj,FI,,Biomass and biogas,61.249624,28.861259,Kaukopää,55800,,Imatran tehtaat,
2195,19,Yes,,Vantaa,,Adven Oy,FI,,Biomass and biogas,,,Kauttua,1511,,PL 162,
2196,79.2,Yes,,PL 302,,Kainuun Voima Oy,FI,,Biomass and biogas,64.232717,27.687006,Kavo,87101 Kajaani,,Tehdaskatu 17,
2197,118,,,HELEN,,Helsingin Energia,FI,,Oil,60.161893,24.908344,Kellosaari,90,,Kampinkuja 2,
2198,19.1,,,Kuusankoski,,UPM Energy Oy,FI,,Hydro,,,Keltti,45700,,ky-35,
2199,9.8,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Kelukoski,96101,,PL 8131,
2200,75,Yes,,Espoo,,Metsä Fibre Oy,FI,,Biomass and biogas,65.755324,24.523489,Kemi,2100,,Revontulentie 6,
2201,3.7,Yes,,Kerava,,Keravan Energia Oy,FI,,Natural gas,,,Kerava,4201,,PL 37,
2202,38,,,91100 Ii,,PVO Vesivoima Oy,FI,,Hydro,,,Kierikki,91100,,Virkkulantie 207,
2203,13.5,Yes,,Jyväskylä,,Vapo Oy,FI,,Biomass and biogas,,,Kiimassuo,40101,,PL 22,
2204,4.5,,,Virrat,,Killin Voima Oy,FI,,Hydro,,,Killinkoski,34801,,PL 25,
2205,5.6,,,Toivala,,Savon Voima Oyj,FI,,Hydro,,,Kiltua,70901,,PL 1024,
2206,1,,,Ivalo,,Inergia Oy,FI,,Hydro,68.6589891,27.53200518,Kirakkaköngäs,99800,,Sairaalantie 3,
2207,128,Yes,,Lohja,,Sappi Finland Oy,FI,,Natural gas,60.190917,23.943651,Kirkniemi,8800,,,
2208,1.6,,,Mikkeli,,SUUR-SAVON SÄHKÖ Oy,FI,,Hydro,,,Kissakoski,50101,,"Otto Mannisen katu 6, PL 3",
2209,4.5,,,KAUSALA,,Oy Mankala Ab,FI,,Hydro,,,Klåsarö,47400,,Sitikkalantie 189,
2210,1.8,,,KOKEMÄKI,,Kolsin Vesivoimantuotanto Oy,FI,,Hydro,61.275288,22.3518245,Koivukoski,32800,,Kolsintie 230,
2211,2.63,,,PL 302,,Kainuun Voima Oy,FI,,Hydro,,,Koivukoski 1 ja 2,87101 Kajaani,,Tehdaskatu 17,
2212,24.3,,,PL 302,,Kainuun Voima Oy,FI,,Hydro,,,Koivukoski 3,87101 Kajaani,,Tehdaskatu 17,
2213,30,Yes,,Kokkola,,Kokkolan Energia Oy,FI,,Biomass and biogas,,,Kokkola,67101,,PL 165,
2214,19.5,Yes,,Kokkola,,Kokkolan Voima Oy,FI,,Biomass and biogas,63.847537,23.0481525,Kokkola,67900,,Voimalantie 17,
2215,25,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Kokkosniva,96101,,PL 8131,
2216,45,,,KOKEMÄKI,,Kolsin Vesivoimantuotanto Oy,FI,,Hydro,61.275288,22.3518245,Kolsi,32800,,Kolsintie 230,
2217,4.6,Yes,,,,Lahti Energia Oy,FI,,Natural gas,60.98230821,25.65691617,Koneharju kt,15141,,,
2218,8.5,,,KOKEMÄKI,,Kolsin Vesivoimantuotanto Oy,FI,,Hydro,61.275288,22.3518245,Korkeakoski,32800,,Kolsintie 230,
2219,1.2,,,KINTAUS,,Helsingin Rauta Oy,FI,,Oil,62.2690233,25.2965261,Koskensaari,41920,,Naulatehtaantie 27,
2220,0.9,,,Alajärvi,,Alajärven Sähkö Oy,FI,,Hydro,62.99999,23.81573,Koskenvarsi,62900,,Kauppakatu 1,
2221,72,Yes,,Kotka,,Kotka Mills Oy,FI,,Biomass and biogas,60.467787,26.95737,Kotka,48101,,PL 62-63,
2222,0,,,Vaasa,,PVO-Lämpövoima Oy,FI,,Oil,,,Kristiina 1,65170,,Frilundintie 7,
2223,0,,,Vaasa,,PVO-Lämpövoima Oy,FI,,Hard coal,,,Kristiina 2,65170,,Frilundintie 7,Steam turbine
2224,60,,,Helsinki,,Fingrid Oyj,FI,,Oil,62.256194,21.329263,Kristiinankaupunki kt,100,,PL 530 ( Arkadiakatu 23 B),
2225,3.2,,, Mikkeli,,Koskienergia Oy,FI,,Hydro,,,Kuhankoski,50101,,PL166,
2226,4,Yes,,Kuhmo,,Kuhmon Lämpö Oy,FI,,Biomass and biogas,64.1306143,29.4797875,Kuhmon Lämpö,88900,,Hyryntie 40,
2227,2.5,Yes,,Suolahti,,Kumpuniemen Voima Oy,FI,,Biomass and biogas,,,Kumpuniemi,44201,,PL 43,
2228,2,,,Joensuu,,Pohjois-Karjalan Sähkö Oy,FI,,Hydro,62.6032625,29.7673928,Kuokkastenkoski,80100,,Rantakatu 29,
2229,20.5,Yes,,KUOPIO,,Savon Sellu OY,FI,,Biomass and biogas,,,"Kuopio, Savon Sellu",70101,,PL57  (Käyntiosoite Sorsasalo),
2230,15,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Kurittukoski,96101,,PL 8131,
2231,27,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Kurkiaska,96101,,PL 8131,
2232,21.2,,,Joensuu,,Kuurnan Voima Oy,FI,,Hydro,62.6032625,29.7673928,Kuurna,80100,,Rantakatu 29 ,
2233,64,Yes,,Kuusankoski,,UPM-Kymmene Oyj,FI,,Biomass and biogas,60.908516,26.66484,Kuusaanniemi,45700,,Ky-35,
2234,6,Yes,,Vantaa,,Adven Oy,FI,,Biomass and biogas,,,Kuusamo,1511,,PL 162,
2235,76,Yes,,Kuusankoski,,Kymin Voima Oy,FI,,Biomass and biogas,60.908516,26.66484,Kuusankoski bv,45700,,Selluntie 3,
2236,30,,,Kuusankoski,,UPM Energy Oy,FI,,Hydro,,,Kuusankoski ve,45700,,Ky-35,
2237,195,Yes,,,,Lahti Energia Oy,FI,,Hard coal,60.992483,25.719201,Kymijärvi,15141,,,Steam turbine
2238,7.8,,,Seinäjoki,,Seinäjoen Energia Oy,FI,,Hydro,62.7910955,22.8681363,Kyrkösjärvi,60100,,Varastotie 5,
2239,2,,,Virrat,,Killin Voima Oy,FI,,Hydro,,,Käenkoski,34801,,PL 25,
2240,67.3,Yes,,Kuusankoski,,UPM-Kymmene Oyj,FI,,Biomass and biogas,61.065147,28.243317,Lappeenranta TG9,45700,,Ky-35,
2241,4,Yes,,Lapua,,Kiviristin Lämpö Oy,FI,,Biomass and biogas,62.9725545,23.016831,Lapua,62100,,Makasiinintie 7,
2242,24,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hydro,,,Leppikoski,00048 Fortum,,Keilaniementie 1,
2243,1.3,,,Kannus,,Verkko Korpela Oy,FI,,Other or unspecified energy sources,,,Lestijärvi,69101,,PL 13,
2244,3.2,,,Helsinki,,Vattenfall Sähköntuotanto oy,FI,,Hydro,,,Leuhunkoski,240,,Maaistraatinportti 4 A,
2245,7,Yes,,Jyväskylä,,Vapo Oy,FI,,Biomass and biogas,,,Lieksa Kevätniemi,40101,,PL 22,
2246,16,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Lieksankoski,96101,,PL 8131,
2247,142,Yes,,TAMPERE,,Tampereen Sähkölaitos,FI,,Natural gas,61.510417,23.675233,Lielahti,33101,,PL 175,
2248,1.2,,,Toivala,,Savon Voima Oyj,FI,,Hydro,,,Liunankoski,70901,,PL 1024,
2249,40,,,Helsinki,,Fingrid Oyj,FI,,Oil,,,Loviisa kt,100,,PL 530 ( Arkadiakatu 23 B),
2250,507,,,PL 100,,"Fortum Power & Heat , Power",FI,,Nuclear,60.371235,26.347092,Loviisa Y1,00048 Fortum,,Keilaniementie 1,Steam turbine
2251,502,,,PL 100,,"Fortum Power & Heat , Power",FI,,Nuclear,60.371235,26.347092,Loviisa Y2,00048 Fortum,,Keilaniementie 1,Steam turbine
2252,1.2,,,68600 Jakobstad,,Oy HERRFORS Ab,FI,,Hydro,63.6734125,22.7035546,Långfors,,,Storgatan 8,
2253,38.5,,,91100 Ii,,PVO Vesivoima Oy,FI,,Hydro,,,Maalismaa,91100,,Virkkulantie 207,
2254,1.9,,,Toivala,,Savon Voima Oyj,FI,,Hydro,,,Maavesi,70901,,PL 1024,
2255,30,,,KAUSALA,,Oy Mankala Ab,FI,,Hydro,,,Mankala,47400,,Sitikkalantie 189,
2256,171.7,Yes,,Vantaa,,Vantaan Energia Oy,FI,,Hard coal,60.283333,24.836389,Martinlaakso,1300,,Peltolantie 27,Steam turbine
2257,11,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Matarakoski,96101,,PL 8131,
2258,70,,,91100 Ii,,PVO Vesivoima Oy,FI,,Hydro,61.463694,23.43675,Melo,91100,,Virkkulantie 207,
2259,42,,,Oulu ,,Oulun Energia,FI,,Hydro,,,Merikoski,90101,,"Kasarmintie 6, PL 116",
2260,565,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hard coal,61.632585,21.40646,Meri-Pori,00048 Fortum,,Keilaniementie 1,Steam turbine
2261,102,,,Lappeenranta,,Lappeenrannan Lämpövoima Oy,FI,,Oil,61.081336,28.17078,Mertaniemi 1 ja 2 ,53101,,PL 191,
2262,47.3,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hydro,64.82075,26.015535,Montta,00048 Fortum,,Keilaniementie 1,
2263,23.8,Yes,,Fortum,,Fortum Power and Heat Oy,FI,,Biomass and biogas,,,Järvenpää,48,,PL 100,
2264,1.8,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Mustio,44100,,Kotakennääntie 31,
2265,1.3,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Myllykoski,44100,,Kotakennääntie 31,
2266,25,,,Anjalankoski,,Myllykoski Paper Oy,FI,,Hydro,60.769286,26.7806552,Myllykoski ve,46800,,Myllykoskentie 1,
2267,32.8,Yes,,Tampere,,UPM,FI,,Biomass and biogas,61.4916475,23.7710569,Myllykoski vp,240,,Hatanpään Valtatie,
2268,1,,,Vaasa,,Vaasan Sähköverkko Oy,FI,,Oil,,,Mäkipää Diesel,65101,,PL 26,
2269,12,Yes,,Mänttä,,Mäntän Energia Oy,FI,,Biomass and biogas,,,Mänttä lä,35800,,Lampilinnantie 4,
2270,1.5,,,Mänttä,,Mäntän Energia Oy,FI,,Hydro,,,Mänttä ve,35800,,Lampilinnantie 4,
2271,40,,,Helsinki,,Fingrid Oyj,FI,,Oil,,,Naantali kt,100,,PL 530 ( Arkadiakatu 23 B),
2272,450,Yes,,FORTUM,,Turun Seudun Energiantuotanto Oy,FI,,Hard coal,,,Naantali,48,,PL 547,Steam turbine
2273,129,Yes,,TAMPERE,,Tampereen Sähkölaitos,FI,,Natural gas,61.509751,23.777523,Naistenlahti 1,33101,,PL 175,
2274,62.2,Yes,,TAMPERE,,Tampereen Sähkölaitos,FI,,Biomass and biogas,61.509751,23.777523,Naistenlahti 2,33101,,PL 175,
2275,4.6,Yes,,,,Lahti Energia Oy,FI,,Natural gas,60.98230821,25.65691617,Nastola kt,15141,,,
2276,5.4,Yes,,Kerava,,Keravan Energia Oy,FI,,Natural gas,,,Nikkilä,4201,,PL 37,
2277,72,Yes,,Ikaalinen,,Leppäkosken Sähkö Oy,FI,,Natural gas,61.474321,23.496597,Nokia kombi,39501,,Eino Salmelaisen katu 23,
2278,85.2,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hydro,64.577562,26.713644,Nuojua,00048 Fortum,,Keilaniementie 1,
2279,3,,,Helsinki,,Vattenfall Sähköntuotanto oy,FI,,Hydro,,,Oksava,240,,Maaistraatinportti 4 A,
2280,880,,,Olkiluoto,,Teollisuuden Voima Oy,FI,,Nuclear,61.237293,21.43869,Olkiluoto 1,27160,,Olkiluoto,Steam turbine
2281,890,,,Olkiluoto,,Teollisuuden Voima Oyj,FI,,Nuclear,61.237293,21.43869,Olkiluoto 2,27160,,Olkiluoto,Steam turbine
2282,100.5,,,Helsinki,,Fingrid Oyj,FI,,Oil,61.239622,21.448376,Olkiluoto kt,100,,PL 530 (Arkadiankatu 23 B),
2283,124,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,66.155661,25.123996,Ossauskoski,96101,,PL 8131,
2284,105,Yes,,Oulu,,"Stora Enso Oyj, Oulun tehdas",FI,,Biomass and biogas,65.006027,25.437086,Oulu,90101,,PL 196,
2285,28,Yes,,Oulu,,Laanilan Voima Oy,FI,,Biomass and biogas,65.0272469,25.5098568,"Oulu, Laanilan Voima",90101,,PL 191  (Typpitie),
2286,1,,,Kannus,,Korpelan Voima kuntayhtymä,FI,,Hydro,,,Padinki,69101,,PL 13,
2287,42.1,,,91100 Ii,,PVO Vesivoima Oy,FI,,Hydro,,,Pahkakoski,91100,,Virkkulantie 207,
2288,6.8,,,Joensuu,,Pohjois-Karjalan Sähkö Oy,FI,,Hydro,62.6032625,29.7673928,Palokki,80100,,Rantakatu 29,
2289,85,,,Luhtapohja,,Pamilo Oy,FI,,Hydro,62.801178,30.426259,Pamilo,81330,,Tuohivaarantie 40,
2290,15,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Pankakoski,96101,,PL 8131,
2291,0.9,,, Mikkeli,,Koskienergia Oy,FI,,Hydro,,,Parantalankoski,50101,,PL166,
2292,2.4,,,Kuusankoski,,UPM-Kymmene Oyj,FI,,Hydro,,,Patalankoski,45700,,Ky-35,
2293,2.3,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Peltokoski,44100,,Kotakennääntie 31,
2294,14,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Permantokoski,96101,,PL 8131,
2295,182,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,66.272077,25.337247,Petäjäskoski,96101,,PL 8131,
2296,10,Yes,,Toivala,,Savon Voima Oyj,FI,,Biomass and biogas,,,Pieksämäki,70901,,PL 1024,
2297,116,Yes,,Kuusankoski,,UPM-Kymmene Oyj Wisaforest,FI,,Biomass and biogas,63.701279,22.71243,Pietarsaari (Wisapower Oy),45700,,Ky-35,
2298,0,,,PORI,,Pori Energia Oy,FI,,Biomass and biogas,,,Pihlava,28101,,PL 9 (Radanvarsi 2),
2299,131,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,66.340106,27.154137,Pirttikoski,96101,,PL 8131,
2300,6.3,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Pitkämö,44100,,Kotakennääntie 31,
2301,81.4,Yes,,00101 Helsinki,,Porin Prosessivoima Oy,FI,,Biomass and biogas,61.575905,21.55656,Pori,,,Töölönkatu 4,
2302,11,,,Pello,,Tornionlaakson Voima Oy-,FI,,Hydro,66.7635528,23.9623816,Portimokoski,95700,,Myllytie 1,
2303,35,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,Porttipahta,96101,,PL 8131,
2304,31,,,Porvoo,,Kilpilahden Voimalaitos Oy,FI,,Oil,60.310398,25.523361,Porvoo,6401,,PL 1001,
2305,27,,,Helsinki,,Fingrid Oyj,FI,,Oil,60.310398,25.523361,Porvoo Kilpilahti,100,,PL 530 ( Arkadiakatu 23 B),
2306,48,Yes,,Porvoo,,Kilpilahden Voimalaitos Oy,FI,,Natural gas,60.310398,25.523361,Porvoo kt 2,6401,,PL 1001,
2307,72.6,Yes,,Porvoo,,Kilpilahden Voimalaitos Oy,FI,,Natural gas,60.310398,25.523361,Porvoo kt 3,6401,,PL 1001,
2308,40,,,Helsinki,,Fingrid Oyj,FI,,Oil,60.310398,25.523361,Porvoo Tolkkinen,100,,PL 530 ( Arkadiakatu 23 B),
2309,6.9,,,Joensuu,,Pohjois-Karjalan Sähkö Oy,FI,,Hydro,62.6032625,29.7673928,Puntarikoski,80100,,Rantakatu 29,
2310,27.7,Yes,,MIKKELI,,Etelä-Savon Energia Oy,FI,,Biomass and biogas,61.692332,27.2652511,Pursiala 1,50100,,Vuorikatu 19,
2311,32,Yes,,MIKKELI,,Etelä-Savon Energia Oy,FI,,Biomass and biogas,61.692332,27.2652511,Pursiala 2,50100,,Vuorikatu 19,
2312,0.9,Yes,,Helsinki,,Puulaakson Energia Oy,FI,,Biomass and biogas,,,Puulaakso,240,,"C/O Vattenfall Sähköntuotanto Oy, Maistraatinportti 4",
2313,146,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hydro,64.846216,26.039947,Pyhäkoski,00048 Fortum,,Keilaniementie 1,
2314,2.9,,,Kajaani,,Kainuun Energia Oy,FI,,Hydro,64.2384438,27.7429811,Pyhännänkoski,87101,,Ahontie 1,
2315,50.7,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hydro,64.843919,26.195556,Pälli,00048 Fortum,,Keilaniementie 1,
2316,94,Yes,,Raahen Voima Oyj,,Raahen Voima Oyj,FI,,Other fossil fuels,,,Raahe,92101,,PL 155,
2317,60,,,91100 Ii,,PVO Vesivoima Oy,FI,,Hydro,65.334764,25.411123,Raasakka,91100,,Virkkulantie 207,
2318,0,,,RAISIO,,Raisionkaaren Teollisuuspuisto Oy,FI,,Oil,,,Raisio,21201,,PL 101,
2319,80,Yes,,Jyväskylä,,Jyväskylän Energiantuotanto Oy,FI,,Biomass and biogas,62.237713,25.809424,Rauhalahti,40101,,PL 4,
2320,75,Yes,,Espoo,,Metsä Fibre Oy,FI,,Biomass and biogas,61.111362,21.466712,Rauma,2100,,Revontulentie 6,
2321,71.5,Yes,,26101 RAUMA,,Rauman Biovoima Oy,FI,,Biomass and biogas,61.111362,21.466712,Rauma,PL 95,,Tikkalantie 1,
2322,1.3,Yes,,PL 22,,Biokraft Oy,FI,,Biomass and biogas,,,Rengon saha,40101,,c/o Vapo Oy,
2323,19.6,Yes,,RIIHIMÄKI,,EKOKEM OY AB,FI,,Other fossil fuels,,,Riihimäki (Ekokem),11101,,PL 181,
2324,8.5,Yes,,Helsinki,,Järvi-Suomen Voima Oy,FI,,Biomass and biogas,60.1732679,24.9315823,Ristiina,100,,Töölönkatu 4,
2325,3.3,,,Joensuu,,Pohjois-Karjalan Sähkö Oy,FI,,Hydro,62.6032625,29.7673928,Ruskeakoski,80100,,Rantakatu 29,
2326,2.7,Yes,,45100   Kouvola,,Ruusutarhat Suutari Oy,FI,,Natural gas,,,Ruusutarhat,45100,,Jyrääntie 400,
2327,16,,,95400,,Outokumpu Stainless Oy,FI,,Oil,,,"Röyttä, Tornion tehtaat, 11 generaattoria",95400,,Tornion Tehtaat,
2328,1.6,,,Joensuu,,Pohjois-Karjalan Sähkö Oy,FI,,Hydro,62.6032625,29.7673928,Saario,80100,,Rantakatu 29,
2329,1.2,,,Alastaro,,Sallila Energia Oy,FI,,Hydro,60.952614,22.8643901,Sallila,32440,,Loimijoentie 65,
2330,163,Yes,,HELEN,,Helsingin Energia,FI,,Hard coal,60.164649,24.904001,Salmisaari B,90,,Kampinkuja 2,Steam turbine
2331,13.5,Yes,,Jyväskylä,,Voimavasu Oy,FI,,Biomass and biogas,,,Salo,40101,,PL 22,
2332,0,,,Jyväskylä,,Jyväskylän Energiantuotanto Oy,FI,,Oil,,,Savela,40101,,PL 4,
2333,3.9,Yes,,Kerava,,Keravan Energia Oy,FI,,Natural gas,,,Savio,4201,,PL 37,
2334,17.5,Yes,,Helsinki,,Järvi-Suomen Voima Oy,FI,,Biomass and biogas,60.1732679,24.9315823,Savonlinna,100,,Töölönkatu 4,
2335,125,Yes,,Vaasa,,Vaskiluodon Voima Oy,FI,,Biomass and biogas,62.741444,22.815655,Seinäjoki (SEVO),65170,,Frilundintie 7,
2336,130,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,66.405623,27.328094,Seitakorva,96101,,PL 8131,
2337,37.9,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hydro,,,Seitenoikea,00048 Fortum,,Keilaniementie 1,
2338,1.8,,,Kouvola,,KSS Energia Oy,FI,,Hydro,60.9235243,26.6426984,Siikakoski,45100,,Paimenpolku 3,
2339,25.1,Yes,,Siilinjärvi,,Kemphos Oy,FI,,Other or unspecified energy sources,,,"Siilinjärvi, V1 turb. ja vp turb.",71801,,"Nilsiäntie 501, PL 20",
2340,34.5,Yes,,Espoo,,Metsä Board Oyj,FI,,Biomass and biogas,60.1718922,24.80662397,Simpele,2100,,Revontulentie 6,
2341,0.7,,,Kangasala,,Virolan puutarha,FI,,Hydro,61.4334388,24.1130794,Siuronkoski,36270,,Tiihalantie 194,
2342,0.9,,,Helsinki,,Puolustushallinnon rakennuslaitos,FI,,Oil,,,Sodankylän varuskunta,131,,"Unioninkatu 8, PL 199",
2343,1.8,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Soilu,44100,,Kotakennääntie 31,
2344,1.42,,,Virrat,,Killin Voima Oy,FI,,Hydro,,,Soininkoski,34801,,PL 25,
2345,14.5,,,,,Lahti Energia Oy,FI,,Oil,60.98230821,25.65691617,Sopenkorpi,15141,,,
2346,1.3,Yes,,Jyväskylä,,Vapo Oy,FI,,Biomass and biogas,,,Sotkamo,40101,,PL 22,
