index,co2_content,fuel_price
uran,0.0,3.0
lignite,0.3636101810850703,4.39
hard coal,0.3538899089174497,12.637900828093054
gas,0.201965655038341,37.82157267589636
oil,0.2786478021384599,81.37182852840859
biomass,0.0,7.2
hydro,0.0,0.0
wind,0.0,0.0
sun,0.0,0.0
waste,0.0,7.2
carbon,0.0,25.4778251994804
