nuts_id,biomass/ccgt,biomass/generator,hydro/tidal,sun/geothermal
DEB12,2.829,0,0,0
DEB13,2.732,0,0,0
DEB14,0.325,0,0,0
DEB15,13.1398,0,0,0
DEB16,7.645,0,0,0
DEB17,6.725,0,0,0
DEB18,9.4705,0,0,0
DEB19,2.78,0,0,0
DEB1A,0,0,0,0
DEB1B,25.515,0,0,0
DEB21,6.217,0,0,0
DEB22,7.224,0,0,0
DEB23,25.6331,0,0,0
DEB24,3.743,0,0,0
DEB25,7.3758,0,0,0
DEB31,2.8,0,0,0
DEB32,3.325,0,0,0
DEB33,0,0,0,3
DEB34,0.637,0,0,0
DEB35,2,0,0,0
DEB36,0.5205,0,0,0
DEB37,0.6,0,0,0
DEB38,0.174,0,0,0
DEB39,0.998,0,0,0
DEB3A,3.764,0,0,0
DEB3B,1.447,0,0,0
DEB3C,2.187,0,0,0
DEB3D,0.995,0,0,0
DEB3E,5.574,0,0,0
DEB3F,10.741,0,0,0
DEB3G,1.3095,0,0,0
DEB3H,1.821,0,0,4.8
DEB3I,1.437,0,0,0
DEB3J,3.854,0,0,0
DEB3K,4.021,0,0,0
1-Dec,4.4395,0,0,0
2-Dec,3.1963,0,0,0
3-Dec,0.075,0,0,0
4-Dec,3.055,0,0,0
5-Dec,0.22,0,0,0
6-Dec,1.1706,0,0,0
DED21,14.7,0,0,0
DED2C,17.4225,0,0,0
DED2D,30.7892,0,0,0
DED2E,20.04,0,0,0
DED2F,8.968,0,0,0
DED41,2.119,0,0,0
DED42,12.7592,0,0,0
DED43,38.292,0,0,0
DED44,14.64,0,0,0
DED45,20.6133,0,0,0
DED51,11.027,0,0,0
DED52,26.181,0,0,0
DED53,59.328,0,0,0
DEE01,1.93,0,0,0
DEE02,0.65,0,0,0
DEE03,12.015,0,0,0
DEE04,45.243,0,0,0
DEE05,19.832,0,0,0
DEE06,16.94106,0,0,0
DEE07,28.681,0,0,0
DEE08,27.5199,0,0,0
DEE09,22.411,0,0,0
DEE0A,35.162,0,0,0
DEE0B,33.6281,0,0,0
DEE0C,26.845,0,0,0
DEE0D,174.9714,0,0,0
DEE0E,39.8042,0,0,0
DEF02,0.549,0,0,0
DEF03,9.8235,0,0,0
DEF04,0.805,0,0,0
DEF05,32.7963,0,0,0
DEF06,27.775,0,0,0
DEF07,110.374,0,0,0
DEF08,16.759,0,0,0
DEF09,14.2225,0,0,0
DEF0A,26.743,0,0,0
DEF0B,75.153,0,0,0
DEF0C,147.7035,0,0,0
DEF0D,37.0575,0,0,0
DEF0E,18.7485,0,0,0
DEF0F,17.1925,0,0,0
DEG01,3.9285,0,0,0
DEG02,2.731,0,0,0
DEG03,1.1,0,0,0
DEG05,0.265,0,0,0
DEG06,27.069,0,0,0
DEG07,14.391,0,0,0
DEG09,10.972,0,0,0
DEG0A,6.108,0,0,0
DEG0B,9.644,0,0,0
DEG0C,8.168,0,0,0
DEG0D,11.569,0,0,0
DEG0E,14.551,0,0,0
DEG0F,8.76,0,0,0
DEG0G,7.7763,0,0,0
DEG0H,1.618,0,0,0
DEG0I,7.606,0,0,0
DEG0J,22.824,0,0,0
DEG0K,63.064,0,0,0
DEG0L,18.55,0,0,0
DEG0M,15.172,0,0,0
DEG0N,0.17,0,0,0
DEG0P,5.4898,0,0,0
FR101,64,0,0,0
FR102,45.53,0,0,0
FR103,8.331,0,0,0
FR104,27.098,0,0,0
FR106,9.8,0,0,0
FR108,46.487,0,0,0
FR211,3.5115,0,0,0
FR212,7.454,0,0,0
FR213,8.614155912,0,0,0
FR214,5.65,0,0,0
FR221,4.502994088,0,0,0
FR222,10.121,0,0,0
FR223,3.363,0,0,0
FR231,9.05,0,0,0
FR232,22.076,0,0,0
FR241,0.25,0,0,0
FR242,17.408,0,0,0
FR243,0,0,0,0
FR244,5.026,0,0,0
FR245,6.303,0,0,0
FR246,0.03,0,0,0
FR251,4.527139183,0,0,0
FR252,7.778360817,0,0,0
FR253,3.5962,0,0,0
FR261,10.755,0,0,0
FR262,0.5,0,0,0
FR263,3.197,0,0,0
FR264,2.094,0,0,0
FR301,39.493,0,0,0
FR302,38.736,0,0,0
FR411,5.869,0,0,0
FR412,1.977,0,0,0
FR413,7.836,0,0,0
FR414,19.305,0,0,0
FR421,0.6,0,0,1.85
FR422,7.54,0,0,0
FR431,10.159,0,0,0
FR432,2.032,0,0,0
FR433,5.724,0,0,0
FR434,0.43,0,0,0
FR511,12.82280317,0,0,0
FR512,21.96619683,0,0,0
FR513,11.903,0,0,0
FR514,1.388,0,0,0
FR515,10.8322,0,0,0
FR521,5.642,0,2.5,0
FR522,7.221,0,0.25,0
FR523,11.889,0,0,0
FR524,4.136,0,0,0
FR531,1.6,0,0,0
FR532,0,0,0,0
FR533,5.1,0,0,0
FR534,6.366,0,0,0
FR611,3.258,0,0,0
FR612,10.458,0,0,0
FR613,12.25,0,0,0
FR614,0.91,0,0,0
FR615,9.067,0,0,0
FR621,4.819,0,0,0
FR622,0.74,0,0,0
FR623,16.437,0,0,0
FR624,1.067,0,0,0
FR625,0.326,0,0,0
FR626,1.86,0,0,0
FR627,0.76,0,0,0
FR628,7.7,0,0,0
FR631,0,0,0,0
FR632,4.104,0,0,0
FR633,3.84,0,0,0
FR711,12.432,0,0,0
FR712,0.5,0,0,0
FR713,18.842,0,0,0
FR714,23.406,0,0,0
FR715,4.408,0,0,0
FR716,14.6,0,0,0
FR717,8.7439,0,0,0
FR718,5.75,0,0,0
FR721,1.205,0,0,0
FR722,0.23,0,0,0
FR723,0.75,0,0,0
FR724,16.608,0,0,0
FR811,0,0,0,0
FR812,11.382,0,0,0
FR813,11.059,0,0,0
FR814,7.653,0,0,0
FR815,0.835,0,0,0
FR821,0.935,0,0,0
FR822,1.846,0,0,0
FR823,1.487,0,0,0
FR824,19.175,0,0,0
FR825,12.234,0,0,0
FR826,2.733,0,0,0
FR831,0,0,0,0
FR832,2.295,0,0,0
PL113,61.799,0,0,0
PL114,0,0,0,0
PL115,5.349,0,0,0
PL116,0.739,0,0,0
PL117,4.863,0,0,0
PL127,180.183,0,0,0
PL128,0,0,0,0
PL129,7.260112092,0,0,0
PL12A,7.144977302,0,0,0
PL12B,2.77,0,0,0
PL12C,0.952,0,0,0
PL12D,103.168,0,0,0
PL12E,3.044910606,0,0,0
PL213,22.604,0,0,0
PL214,0.6,0,0,0
PL217,2.718,0,0,0
PL218,3.384,0,0,0
PL219,0,0,0,0
PL21A,1.478,0,0,0
PL224,1.504,0,0,0
PL225,0,0,0,0
PL227,2.152,0,0,0
PL228,1,0,0,0
PL229,78.516,0,0,0
PL22A,1.84,0,0,0
PL22B,52.709,0,0,0
PL22C,44.321,0,0,0
PL311,238.617,0,0,0
PL312,3.847,0,0,0
PL314,6.456,0,0,0
PL315,1.887,0,0,0
PL323,2.108,0,0,0
PL324,1.468,0,0,0
PL325,0.28,0,0,0
PL326,57.876,0,0,0
PL331,8.673,0,0,0
PL332,10.147,0,0,0
PL343,92.056,0,0,0
PL344,11.326,0,0,0
PL345,1.028,0,0,0
PL411,1.126,0,0,0
PL414,64.806,0,0,0
PL415,2.731,0,0,0
PL416,5.672,0,0,0
PL417,3.228,0,0,0
PL418,88.783,0,0,0
PL426,3.185,0,0,0
PL427,18.344,0,0,0
PL428,2.449,0,0,0
PL431,1.18,0,0,0
PL432,5.742,0,0,0
PL514,1.992,0,0,0
PL515,1.419,0,0,0
PL516,6.711,0,0,0
PL517,1.839,0,0,0
PL518,106.811,0,0,0
PL523,2.287,0,0,0
PL524,1.222,0,0,0
PL613,18.096,0,0,0
PL616,8.141,0,0,0
PL617,99.685,0,0,0
PL618,172.025,0,0,0
PL619,1.513,0,0,0
PL621,32.726,0,0,0
PL622,4.736,0,0,0
PL623,5.085,0,0,0
PL633,5.686,0,0,0
PL634,5.858,0,0,0
PL636,9.359,0,0,0
PL637,4.813,0,0,0
PL638,1.4,0,0,0
UKC11,75.4,0,0,0
UKC12,94.1,0,0,0
UKC14,34.7,0,0,0
UKC21,453.3,0,0,0
UKC22,16.5,0,0,0
UKC23,3,0,0,0
UKD11,61.9,0,0,0
UKD33,37.5,0,0,0
UKD34,44.6,0,0,0
UKD35,2,0,0,0
UKD36,18.2,0,0,0
UKD37,7,0,0,0
UKD44,21.2,0,0,0
UKD45,6.2,0,0,0
UKD46,14.2,0,0,0
UKD47,11.1,0,0,0
UKD61,20.9,0,0,0
UKD62,7.2,0,0,0
UKD63,34.1,0,0,0
UKD71,130.3,0,0,0
UKD74,9,0,0,0
UKE11,37,0,0,0
UKE12,30.4,0,0,0
UKE13,64,0,0,0
UKE21,2.4,0,0,0
UKE22,2634.9,0,0,0
UKE31,71.5,0,0,0
UKE32,65,0,0,0
UKE41,3,0,0,0
UKE42,30.1,0,0,0
UKE44,10.5,0,0,0
UKE45,144,0,0,0
UKF11,7.5,0,0,0
UKF12,5.3,0,0,0
UKF13,4.7,0,0,0
UKF14,9,0,0,0
UKF15,41.7,0,0,0
UKF16,15.4,0,0,0
UKF22,21.5,0,0,0
UKF24,13.7,0,0,0
UKF25,12.3,0,0,0
UKF30,104,0,0,0
UKG12,22.5,0,0,0
UKG13,26.3,0,0,0
UKG21,4.3,0,0,0
UKG22,18.3,0,0,0
UKG23,14.2,0,0,0
UKG24,39.6,0,0,0
UKG31,50,0,0,0
UKG33,4.5,0,0,0
UKG36,7.4,0,0,0
UKG37,42.9,0,0,0
UKG38,1,0,0,0
UKG39,8,0,0,0
UKH11,10.6,0,0,0
UKH12,66.3,0,0,0
UKH14,59.6,0,0,0
UKH15,5.3,0,0,0
UKH16,3.5,0,0,0
UKH17,85.7,0,0,0
UKH23,22.4,0,0,0
UKH24,15.9,0,0,0
UKH25,45.1,0,0,0
UKH32,69.3,0,0,0
UKH34,9.8,0,0,0
UKH35,7.4,0,0,0
UKH36,1.3,0,0,0
UKH37,28,0,0,0
UKI41,35.8,0,0,0
UKI44,35,0,0,0
UKI51,77.7,0,0,0
UKI52,27.7,0,0,0
UKI54,58,0,0,0
UKI63,26,0,0,0
UKI74,1.8,0,0,0
UKI75,5.8,0,0,0
UKJ11,83.1,0,0,0
UKJ12,7,0,0,0
UKJ13,55.2,0,0,0
UKJ14,44.2,0,0,0
UKJ22,29.8,0,0,0
UKJ25,18.8,0,0,0
UKJ26,5.8,0,0,0
UKJ27,4.6,0,0,0
UKJ28,13.6,0,0,0
UKJ31,16.4,0,0,0
UKJ34,4.7,0,0,0
UKJ35,6.2,0,0,0
UKJ36,29.9,0,0,0
UKJ37,11.9,0,0,0
UKJ41,1,0,0,0
UKJ43,26.1,0,0,0
UKJ44,27.1,0,0,0
UKJ45,52,0,0,0
UKJ46,5.7,0,0,0
UKK11,23,0,0,0
UKK12,34.6,0,0,0
UKK13,21.8,0,0,0
UKK14,4.2,0,0,0
UKK15,14.1,0,0,0
UKK21,6,0,0,0
UKK22,10.1,0,0,0
UKK23,17.1,0,0,0
UKK30,32.2,0,23,0
UKK41,27.2,0,0,0
UKK43,30.8,0,0,0
UKL12,0,0,0,0
UKL13,6.9,0,0,0
UKL14,7,0,0,0
UKL15,3.7,0,0,0
UKL16,11.1,0,0,0
UKL17,65.6,0,0,0
UKL21,29,0,0,0
UKL22,86.5,0,0,0
UKL23,20.4,0,0,0
UKL24,0,0,0,0
UKM21,10.3,0,0,0
UKM22,96.2,0,0,0
UKM23,63.5,0,0,0
UKM24,10,0,0,0
UKM25,2.4,0,0,0
UKM26,2,0,0,0
UKM27,24,0,0,0
UKM31,4.1,0,0,0
UKM32,51.6,0,0,0
UKM33,37.1,0,0,0
UKM34,21.7,0,0,0
UKM36,37.1,0,0,0
UKM37,2.6,0,0,0
UKM38,19.9,0,0,0
UKM50,9.9,0,0,0
UKM61,8.5,0,0,0
UKM62,24.3,0,0,0
UKM63,0,0,0,0
UKM65,0,0,11,0
UKM66,0,0,0.5,0
UKN01,1.003063457,0,0,0
UKN02,0.570167984,0,0,0
UKN03,3.192137241,0,0,0
UKN05,1.634631318,0,0,0
